"Title","DLL Identifier (Work)","DLL Identifier (Author)"
"carmina","W3811","A4974"
"summa de confessione: compilatio praesens","W3899","A4992"
"vita altera bonifatii","W4985","A4879"
"carmina","W5077","A5071"
"sermones","W5105","A5020"
"vita sancti mauri","W5093","A5020"
"de miraculis libri duo","W3219","A4986"
"vita romualdi abbatis","W1296","A5020"
"rhythmus in mortem widonis ('audistis quiddam nouiter') (dub.)","W1292","A5020"
"de fide, spe et caritate","W1563","A5030"
"expositio in psalmum xliv","W1560","A5030"
"carmina (sectio iii: carmina ex collectione arundel) (dub.)","W615","A4642"
"conquestio de nimia dilatione vie ierosolimitane","W612","A4642"
"passio raginaldi principis antiochie","W666","A4642"
"carmina (sectio i: carmina authentica)","W640","A4642"
"dialogus inter regem henricum et abbatem boneuallis","W678","A4642"
"epistula lvii","W659","A4642"
"carmina (sectio ii: carmina ex collectionibus quae 'beykinton-florilegium' [o] et 'carmina burana' [cb] nuncupantur) (dub.)","W647","A4642"
"carmina (sectio v: carmina ex collectione 'x') (dub.)","W657","A4642"
"epigramma nuper repertum de transitu thamisiae ('sic solet in sero')","W688","A4642"
"carmina (sectio iv: carmina dubiae authenticitatis) (dub.)","W685","A4642"
"de corpore et sanguine domini","W1553","A5030"
"de partu uirginis","W1569","A5030"
"expositio in matthaeo","W1549","A5030"
"carmina","W1566","A5030"
"epistula ad fredugardum","W1579","A5030"
"expositio in lamentationes hieremiae","W1587","A5030"
"vita adalhardi abbatis corbeiensis","W1577","A5030"
"vita walae abbatis corbeiensis","W1586","A5030"
"epistula ad wambanem","W1676","A5580"
"carmina","W1803","A4983"
"vita sanctae herlucae","W1799","A4971"
"liber de episcopis mettensibus (-766)","W1932","A4966"
"carmina. appendix","W1922","A4966"
"historia romana","W5038","A4966"
"historia romana. excerpta bambergensia","W1937","A4966"
"historia romana. excerpta vaticana","W1918","A4966"
"historia romana. liber xvii","W1927","A4966"
"vita gregorii magni","W1911","A4966"
"excerpta ex libris pompei festi de significatione uerborum","W1949","A4966"
"historia langobardorum","W1930","A4966"
"fabulae","W1950","A4966"
"liber de expositione veteris ac novi testamenti","W2336","A4873"
"commentaria in epistulam pauli ad romanos","W2740","A5015"
"sic et non","W2737","A5015"
"expositio in hexameron","W2772","A5015"
"summa quae dicitur verbum adbreuiatum","W2771","A4988"
"historia calamitatum","W2782","A5015"
"theologia ‘summi boni,’ theologia christiana, theologia ‘scholarium’","W2806","A5015"
"exemplaria pauli collecta","W3910","A4894"
"de vita patrum emeritensium","W3939","A4894"
"ad exterum res hispanas amantem","W4938","A4894"
"carmen perperam paulino nolano attributum (inc. 'verba tui famuli')","W5041","A4966"
"historia romana. epistula ad adelpergam","W5044","A4966"
"versus","W5042","A4966"
"carmina","W1909","A4966"
"scito te ipsum","W2789","A5015"
"glossae super 'peri hermeneias'","W2776","A5015"
"apologia contra bernardum","W2795","A5015"
"martyrologium","W5194","A5516"
"de peccato originali","W1359","A5023"
"vita (""epitaphium"") sanctae adalheidae imperatricis","W5282","A5021"
"fabulae","W5292","A4432"
"vita sancti galli metrica","W138","A5516"
"vita popponis stabulensis","W182","A5038"
"ysengrimus","W279","A5011"
"vita bennonis ii episcopi osnabrugensis","W398","A5035"
"disputatio contra iudaeum","W1365","A5023"
"de blasphemia in spiritum sanctum","W1400","A5023"
"de operibus sex dierum","W1383","A5023"
"sermones","W1404","A5023"
"chronica maiora","W1395","A4403"
"de benedictionibus patriarcharum iacob et moysi","W1544","A5030"
"opus pacis","W1873","A4457"
"ecloga","W1886","A4990"
"occupatio","W1913","A5021"
"miracula sancti veroni lembecensis (1004-1010)","W2056","A5044"
"inuentio, miracula et translatio ueroni lembecensis","W2062","A5044"
"sermo de sancto ferrucio","W2781","A5142"
"historia ecclesiastica","W2814","A5529"
"gesta ducum normanniae","W2838","A5529"
"liber asceticus","W3053","A5120"
"ambigua ad iohannem: capitula ('haec sunt in hoc libro')","W3063","A5120"
"ambigua ad iohannem: marginalia in marginibus et inter lineas codicis mazarinaei 561 (m) seruata","W3072","A5120"
"quaestiones ad thalassium","W3076","A5120"
"chronica","W3229","A5033"
"gesta friderici i imperatoris","W3231","A5033"
"vita sancti altonis","W3382","A5008"
"liber visionum","W3393","A5008"
"vita bonifatii","W3398","A5008"
"liber de temptatione cuiusdam monachi","W3379","A5008"
"carmina centulensia","W3492","A5017"
"vita wolfkangi episcopi ratisponensis","W3439","A5008"
"carmina mutinensia","W3496","A5017"
"carmina, appendix","W3569","A4984"
"de sobrietate","W3603","A4984"
"vita amandi episcopi ii","W3610","A4984"
"vita sancti amandi","W3587","A4984"
"in boethii arithmeticam institutionem","W3704","A5525"
"de pessariis","W4463","A4308"
"confessio augustana","W4511","A4707"
"de laude vitae scholasticae oratio","W4519","A4707"
"historiae","W4515","A5028"
"tractatus de primis syllabis. prologus","W4956","A5017"
"martyrium ricardi archiepiscopi","W5094","A4685"
"de canonibus euangeliorum","W5092","A5023"
"expositio in canonem missae","W5087","A5023"
"gesta karoli magni imperatoris","W5202","A5516"
"de assumptione sanctae mariae uirginis","W1583","A5030"
"liber de rebus gestis ottonis","W5373","A5068"
"annales (921-1167)","W183","A5081"
"chronica (-1195)","W212","A5081"
"chronica: continuatio (1195-1279. 1355)","W217","A5081"
"elegiae","W1310","A4335"
"opuscula","W1342","A5079"
"de ornamentis verborum","W1373","A5079"
"chronicon","W1903","A5050"
"epistula ad waldonem","W1997","A5074"
"chronicon","W1988","A5113"
"epistola ad argebatum episcopum portugalensem","W1971","A5113"
"epistolae","W2049","A5074"
"vita maximini ep. trevirensis","W2004","A5074"
"additamentum ad epistolas","W2043","A5074"
"liber contra wolfelmum","W2479","A5061"
"catalogus pontificum (757-1073)","W2556","A5118"
"chronicon. continuationes","W2540","A5118"
"chronicon. epitome ex chronico (1-830)","W2579","A5118"
"chronicon. prologus codicis cheltenhamensis","W2586","A5118"
"chronicon. recensio altera (1065-1083)","W2553","A5118"
"chronicon","W2536","A5118"
"ecloga de moralibus iob quas gregorius fecit","W2864","A4397"
"mystagogia","W3021","A5120"
"ambigua ad iohannem","W3026","A5120"
"epistula ad anastasium discipulum","W3079","A5120"
"historia de preliis alexandri magni","W3266","A4700"
"carmen de sancto benedicto","W3387","A5163"
"epistolae exegeticae","W3651","A4570"
"sermo in vigilia s. benedicti","W3681","A4570"
"versiculi","W3686","A4570"
"vita s. zenobii episcopi","W3647","A4570"
"de divisione","W3667","A4570"
"vita beati mauri","W3693","A4570"
"passio s. wenzeslai regis","W3713","A4570"
"testamentum","W3802","A4380"
"libellus sacerdotalis","W4077","A5087"
"de altera uita","W4358","A4371"
"antapodosis","W4432","A5068"
"de ottone rege","W4477","A5068"
"homilia paschalis","W4459","A5068"
"chronicon","W4430","A5068"
"gesta episcoporum virdunensium et abbatum sancti vitoni (1047-1144)","W4481","A5051"
"relatio de legatione constantinopolitana","W4466","A5068"
"chronicon mundi","W4923","A4371"
"ad gebehardum","W5001","A5061"
"vita wigberti abbatis friteslariensis","W5030","A5074"
"historia wandalorum","W4997","A5183"
"historia mediolanensis","W4428","A5053"
"de divisione natura","W5374","A5230"
"vita heriberti","W5223","A5062"
"vita lulli moguntiacensis","W164","A5082"
"de thesauro et fure astuto","W184","A4721"
"versus et liturgica","W262","A5062"
"miracula heriberti","W291","A5062"
"vita sancti francisci","W348","A4395"
"epistolae","W661","A5162"
"vita gregorii magni","W1885","A5160"
"de corpore et sanguine domini aduersus berengarium turonensem","W2028","A4880"
"chronicon de normannorum gestis in francia (833-911)","W2349","A4496"
"genealogia comitum flandriae (-1120)","W2343","A4496"
"de comprobatione sextae aetatis libri tres","W2469","A4967"
"historia wambae regis. iudicium in tyrannorum perfidiam","W2471","A4967"
"epistolae ad litem investiturarum spectantes","W2473","A5161"
"ars grammatica, poetica, rhetorica","W2482","A4967"
"historia wambae regis","W2488","A4967"
"historia wambae regis. insultatio in tyrannidem galliae","W2495","A4967"
"excerpta ex commentariis in donatum","W2489","A4967"
"apologeticum de tribus capitulis","W2491","A4967"
"liber glossarum","W2587","A5183"
"allegoriae quaedam sanctae scripturae uel de nominibus legis et euangelii","W2589","A5183"
"historia suevorum","W2605","A5183"
"glossae in sacram scripturam","W2582","A5183"
"chronicon (a. d. 615–616)","W2630","A5183"
"chronicon (a. d. 626)","W2640","A5183"
"de differentiis uerborum","W2614","A5183"
"de fide catholica contra iudaeos","W2631","A5183"
"mappa mundi (vat. lat. 6018)","W2609","A5183"
"sententiae","W2636","A5183"
"carmina","W2653","A5183"
"de ecclesiasticis officiis","W2621","A5183"
"de natura rerum","W2641","A5183"
"regula monachorum","W2628","A5183"
"de differentiis rerum siue differentiae theologicae uel spiritales","W2647","A5183"
"etymologiarum siue originum libri xx","W2648","A5183"
"mysticorum expositiones sacramentorum seu quaestiones in vetus testamentum","W2675","A5183"
"historia gothorum","W2645","A5183"
"historia comitum ghisnensium (-1203)","W2986","A5091"
"phrygii daretis ilias","W3264","A5041"
"liber de miraculis","W3709","A4306"
"epistula ad modoenum","W5000","A4967"
"prognosticorum futuri saeculi libri tres","W5003","A4967"
"architrenius","W5110","A5176"
"libellus de institutione hersfeldensis ecclesiae","W5198","A5082"
"annales","W5192","A5082"
"carmina","W3806","A5042"
"translatio sancti hucberti episcopi leodiensis","W2328","A5222"
"peregrinatio","W1250","A5202"
"lectura","W316","A5593"
"ordinatio (prologus et libri i–iii)","W323","A5593"
"sermones","W528","A3826"
"liber secretorum euentuum","W1396","A5623"
"de munere regio siue de institutione regia","W2282","A5222"
"translatio huberti leodiensis ad monasterium andaginense anno 825","W2290","A5222"
"vita huberti leodiensis (uita secunda)","W2300","A5222"
"de ortu et obitu patrum","W2606","A5183"
"epistolae","W2602","A5183"
"chronica regum visigothorum (dub.)","W2598","A5183"
"testimonia divinae scripturae et patrum (dub.)","W2608","A5183"
"lamentum poenitantiae (dub.)","W2604","A5183"
"concilia","W2637","A5183"
"de ordine creaturarum","W2594","A5183"
"differentiarum libri duo","W2634","A5183"
"prooemia in libros veteris ac novi testamenti","W2632","A5183"
"expositio in canticum canticorum salomonis (dub.)","W2612","A5183"
"sententiae differentiarum de activa vita atque contemplativa","W2635","A5183"
"liber de numeris (dub.)","W2633","A5183"
"liber numerorum in sanctis scripturis occurrentium","W2622","A5183"
"synonyma","W2642","A5183"
"de conflictu vitiorum et virtutum (dub.)","W2652","A5183"
"appendix ad libros regum","W2639","A5183"
"exhortatio poenitendi cum consolatione et misericordia dei (dub.)","W2644","A5183"
"liber de ortu et obitu patrum (dub.)","W2624","A5183"
"de veteri et novo testamento quaestiones","W2673","A5183"
"epistolae decretales","W2643","A5183"
"exhortatio humilitatis (dub.)","W2646","A5183"
"sermones (dub.)","W2674","A5183"
"planctus de transitu odilonis","W3332","A5027"
"ritmus de sancto odilone","W3308","A5027"
"vita odilonis","W3291","A5027"
"de diuina praedestinatione liber","W4468","A5230"
"epistula ad karolum regem ante eriugenae translationem maximi confessoris operis positam quod 'ambigua ad iohannem' nuncupatur","W4429","A5230"
"expositiones in hierarchiam caelestem","W4434","A5230"
"periphyseon: marginalia","W4467","A5230"
"carmina ante eriugenae translationem maximi confessoris operis positam quod 'ambigua ad iohannem' nuncupatur","W4458","A5230"
"commentarius in euangelium iohannis","W4464","A5230"
"homilia super 'in principio erat uerbum'","W4479","A5230"
"periphyseon","W4460","A5230"
"excerpta canonum","W4998","A5183"
"oratio contra insidias diaboli (dub.)","W4996","A5183"
"liber de magna auctoritate episcoporum in consilio generali","W5016","A4345"
"versiculi de cena cypriani","W5043","A5160"
"de viris illustribus","W2626","A5183"
"expositio in missa (dub.)","W2629","A5183"
"de ecclesiasticis dogmatibus (dub.)","W2627","A5183"
"dialogus de creatione mundi","W3592","A5587"
"super extremam partem cantici canticorum sermones cxx","W1363","A3746"
"de uiris illustribus","W165","A5513"
"epistulae ii ad quiricum barcinonensem","W141","A5513"
"hymnus de sanctis cosma et damiano (inc. 'plebs deo dicata pollens')","W140","A5513"
"hymnus de sancto iohanne baptista (inc. 'puer hic sonat iohannes')","W139","A5513"
"chronicon","W185","A5164"
"de cognitione baptismi et de itinere deserti","W167","A5513"
"de uirginitate sanctae mariae","W166","A5513"
"de fide orthodoxa","W204","A5156"
"dolopathos siue de rege et septem sapientibus","W210","A4721"
"sermones in uenerabilem dormitionem supergloriosae dominae nostrae dei genetricis semperque uirginis mariae in latinum translati ex codice augiensi lxxx","W261","A5156"
"de regia potestate et sacerdotali dignitate","W475","A4964"
"epistula ad ivonem carnotensem","W480","A4964"
"historia ecclesiastica (-855)","W485","A4964"
"modernorum regum francorum actus (841-1108)","W465","A4964"
"sermo in dominica palmarum","W1357","A3746"
"legenda aurea","W1847","A4405"
"adversus simoniacos","W2438","A5145"
"meditationes uitae christi","W2987","A4365"
"chronica pontificum et imperatorum (-1126)","W3594","A5587"
"chronica pontificum et imperatorum: continuatio claromariscensis (1098-1286)","W3596","A5587"
"chronica pontificum et imperatorum: continuatio itala (1130-1217)","W3574","A5587"
"chronica pontificum et imperatorum: continuatio romana (1130-1255)","W3580","A5587"
"chronica pontificum et imperatorum: notae vallis-lucentis (1129. 1170. 1178)","W3554","A5587"
"de grammatica","W3556","A5587"
"de meditatione","W3593","A5587"
"didascalicon de studio legendi","W3595","A5587"
"libellus de formatione archae","W3577","A5587"
"sententiae de diuinitate","W3557","A5587"
"de archa noe","W3582","A5587"
"de substantia dilectionis","W3616","A5587"
"epitome dindimi in philosophiam","W3597","A5587"
"practica geometriae","W3583","A5587"
"de sacramentis christianae fidei","W3635","A5587"
"de septem donis spiritus sancti","W3640","A5587"
"de uanitate rerum mundanarum","W3634","A5587"
"de uerbo dei","W3639","A5587"
"chronicum continuans ubi victor desinit","W3632","A5172"
"de quinque septenis","W3657","A5587"
"de tribus rerum subsistentiis","W3655","A5587"
"descriptio mappae mundi","W3643","A5587"
"chronica sancti edmundi  (1173-1193)","W4018","A3810"
"carmina","W4191","A5171"
"sermones uulgares uel ad status (prologus et sermones i-xxxvi)","W4492","A4369"
"vita mariae de oegnies","W4473","A4369"
"historia occidentalis","W4475","A4369"
"epistulae","W4516","A4369"
"historia orientalis","W4509","A4369"
"de tribus diebus","W4953","A5587"
"de incarnatione iesu christi domini nostri","W116","A5110"
"liber de restauratione sancti martini tornacensis","W90","A5110"
"de miraculis sanctae mariae laudunensis","W115","A5110"
"miracula sanctae mariae laudunensis","W142","A5110"
"de offendiculo","W525","A5144"
"imago mundi","W527","A5144"
"summa gloria","W505","A5144"
"summa totius","W543","A5144"
"chronicon","W501","A5104"
"documenta varia","W1055","A5147"
"epistolae","W1090","A5147"
"explanatio symboli sancti athanasii","W1719","A5094"
"de regula sancti benedicti","W1709","A5094"
"orationes, mediationes, uisiones et alia","W1707","A5094"
"ordo uirtutum","W1715","A5094"
"liber diuinorum operum","W1736","A5094"
"liber uitae meritorum","W1746","A5094"
"causae et curae","W1767","A5094"
"symphonia harmoniae caelestium reuelationum","W1762","A5094"
"exorcismus","W1771","A5094"
"gesta pontificum tungrensium et leodiensium","W1958","A5140"
"hymnus abecedarius ursmari lobiensis","W1943","A5140"
"vita remacli stabulensis (uita secunda)","W1956","A5140"
"epistula ad hugonem monachum","W1974","A5140"
"hymnus de sancta maria uirgine 'aue per quam'","W1985","A5140"
"regulae numerorum super abacum","W1989","A5140"
"vita hadelini","W1972","A5140"
"vita tertia ursmari lobiensis (uita metrica)","W2001","A5140"
