Title,DLL Identifier,VIAF Source
"Walter, of Aquitaine",A4846,http://viaf.org/viaf/186274944
"Walter, of Compiègne",A4851,http://viaf.org/viaf/1369145857076622921683
"Wido, Bishop of Osnabrück",A4854,http://viaf.org/viaf/49964768
"Guilelmus Apuliensis, active 12th century",A4847,http://viaf.org/viaf/14473761
Paterius,A4873,http://viaf.org/viaf/252292147
"Peter, Chrysologus, Saint, Archbishop of Ravenna",A4874,http://viaf.org/viaf/88069141
"Photius I, Saint, Patriarch of Constantinople",A4872,http://viaf.org/viaf/14775071
"Primasius, Bishop of Hadrumetum",A4875,http://viaf.org/viaf/263017354
"Victricius, Saint",A4865,http://viaf.org/viaf/64014952
"Vigilius, Pope",A4842,http://viaf.org/viaf/34810905
"Vigilius, Saint, Bishop of Trent",A4878,http://viaf.org/viaf/155570460
"Vincent, of Lérins, Saint",A4867,http://viaf.org/viaf/64012982
"Warnaharius, of Langres",A4841,http://viaf.org/viaf/71801062
Zacchaeus Christianus,A4843,http://viaf.org/viaf/69321609
"Zosimus, Pope",A4866,http://viaf.org/viaf/231828969
"Gregory II, Pope",A4896,http://viaf.org/viaf/1996852
"Gargilius Martialis, Quintus",A4890,http://viaf.org/viaf/61634164
"Glaber, Rodulfus",A4916,http://viaf.org/viaf/265926017
"Vittore, da Tunnuna, Bishop",A4864,http://viaf.org/viaf/79196780
"Gautier, de Thérouanne",A4860,http://viaf.org/viaf/90639290
"Werferth, Bishop of Worcester",A4863,http://viaf.org/viaf/232389593
"Wibert, of Toul",A4861,http://viaf.org/viaf/187032899
"Gulielmus, Pictaviensis",A4858,http://viaf.org/viaf/138844914
"Paphnutius, Saint, anchorite",A4888,http://viaf.org/viaf/74193582
Paschasius Diaconus,A4897,http://viaf.org/viaf/24956954
"Paulinus, Petricordiae",A4871,http://viaf.org/viaf/73756775
"Paul, of Mérida, deacon of Mérida",A4894,http://viaf.org/viaf/365838
"Pelagius I, Pope",A4881,http://viaf.org/viaf/232286287
Persius,A4892,http://viaf.org/viaf/100198157
Petronius Arbiter,A4886,http://viaf.org/viaf/95155909
"Phoebadius, Saint",A4883,http://viaf.org/viaf/98118368
Pontianus Africanus,A4893,http://viaf.org/viaf/64395166
"Potamius, Bishop of Lisbon",A4887,http://viaf.org/viaf/11929043
Pseudo-Cyprian,A4884,http://viaf.org/viaf/51872904
"Victorinus, Saint, Bishop of Poetovio",A4868,http://viaf.org/viaf/72430265
"Lanfranc, Archbishop of Canterbury",A4880,http://viaf.org/viaf/82939845
"Radboud, Bishop of Utrecht",A4879,http://viaf.org/viaf/89595834
"Ragimbold, of Cologne",A4924,http://viaf.org/viaf/10246252
"Raoul, de Saint-Trond, Abbot of Sint-Truiden",A4932,http://viaf.org/viaf/64804677
"Publilius, Syrus",A4915,http://viaf.org/viaf/22130553
"Theobaldus, Episcopus",A4922,http://viaf.org/viaf/265320527
"Williram, Abbot of Ebersberg",A4908,http://viaf.org/viaf/34543611
"Winrich, von Trier",A4891,http://viaf.org/viaf/298439593
Wipo,A4900,http://viaf.org/viaf/89474915
"Wulfstan, of Winchester",A4885,http://viaf.org/viaf/262404297
"Iserninus, Saint",A4882,http://viaf.org/viaf/44692433
Perpetuus Turonensis,A4909,http://viaf.org/viaf/64395859
"Philo, of Alexandria",A4912,http://viaf.org/viaf/310526579
Phocas,A4905,http://viaf.org/viaf/262146954
"Pius VI, Pope",A4911,http://viaf.org/viaf/89089872
"Plautus, Titus Maccius",A4895,http://viaf.org/viaf/66462281
"Pliny, the Younger",A4904,http://viaf.org/viaf/10638270
"Pontius, Saint, Deacon of Carthage",A4910,http://viaf.org/viaf/163516157
"Propertius, Sextus",A4889,http://viaf.org/viaf/100907186
"Prosper, of Aquitaine, Saint",A4899,http://viaf.org/viaf/52485706
"Sido, Provost of Neumünster",A4906,http://viaf.org/viaf/287918832
"Prudentius, Bishop of Troyes",A4907,http://viaf.org/viaf/12298702
Rahewin,A4933,http://viaf.org/viaf/232906636
"Raimond, d'Aguilers",A4914,http://viaf.org/viaf/79254370
"Ratherius, of Verona",A4951,http://viaf.org/viaf/100197987
"Reiner, of Liège",A4949,http://viaf.org/viaf/206742460
"Richer, of Metz",A4919,http://viaf.org/viaf/54553768
"Robert, of Cricklade",A4935,http://viaf.org/viaf/41783281
Ruotger,A4913,http://viaf.org/viaf/249503044
"Saxo, Grammaticus",A4930,http://viaf.org/viaf/100171488
"Seneca, Lucius Annaeus, approximately 55 B.C.-approximately 39 A.D.",A4920,http://viaf.org/viaf/23497389
"Serlo, of Bayeux",A4957,http://viaf.org/viaf/74208088
"Sigehard, of Trier",A4917,http://viaf.org/viaf/20084709
"Stefanus, Magister",A4918,http://viaf.org/viaf/169976409
"Stephen, of Tournai",A4955,http://viaf.org/viaf/74648663
"Thangmar, of Hildesheim",A4952,http://viaf.org/viaf/284016986
"Paulinus, of Milan",A4903,http://viaf.org/viaf/89616757
"Petrus Amelii, Archbishop of Embrun",A4901,http://viaf.org/viaf/44321435
"Philocalus, Furius Dionysius, active 4th century",A4898,http://viaf.org/viaf/59443320
"Porfyrius, P. Optatianus",A4902,http://viaf.org/viaf/79401577
Radulfus Tortarius,A4954,http://viaf.org/viaf/27422478
"Rangerius, Bishop of Lucca",A4941,http://viaf.org/viaf/52047287
Ratpert,A4921,http://viaf.org/viaf/224089102
"Ratramnus, monk of Corbie",A4931,http://viaf.org/viaf/267795205
"Richard, of St. Victor, -1173",A4929,http://viaf.org/viaf/98148813
"Richer, of Senones",A4947,http://viaf.org/viaf/76671952
"Robert, of Reims",A4926,http://viaf.org/viaf/266020640
"Rudolf, of Fulda",A4923,http://viaf.org/viaf/18014789
"Sampirus, of Astorga",A4950,http://viaf.org/viaf/49580709
Serlo,A4948,
"Serlo, of Wilton",A4927,http://viaf.org/viaf/13760428
"Victor, Sextus Aurelius",A4936,http://viaf.org/viaf/64001057
"Aurea Capra, Simon",A4944,http://viaf.org/viaf/52123604
"Smaragdus, Abbot of St. Mihiel",A4928,http://viaf.org/viaf/51698488
Salomon III,A4937,http://viaf.org/viaf/57414354
"Etienne, de Rouen, moine au Bec",A4946,http://viaf.org/viaf/199884907
"Suger, Abbot of Saint Denis",A4925,http://viaf.org/viaf/96531148
"Severus, Sulpicius",A4934,http://viaf.org/viaf/30332452
"Tatwin, Saint",A4942,http://viaf.org/viaf/120608224
"Julianus, Saint, Bishop of Toledo",A4967,http://viaf.org/viaf/22163616
"Metellus, von Tegernsee",A4972,http://viaf.org/viaf/16137478
"Hugues, de Fleury",A4964,http://viaf.org/viaf/9629473
"Aldebald, of Lérins",A4973,http://viaf.org/viaf/443598
"Paul, the Deacon, 720-799?",A4966,http://viaf.org/viaf/40174477
"Petrus, Comestor",A4995,http://viaf.org/viaf/40175167
Petrus Compostellanus,A4968,http://viaf.org/viaf/283334915
"Peter Lombard, Bishop of Paris",A4994,http://viaf.org/viaf/51797933
"Peter, the Venerable",A4986,http://viaf.org/viaf/90632967
"Diceto, Ralph de",A4945,http://viaf.org/viaf/49321866
"Reginald, of Canterbury",A4940,http://viaf.org/viaf/79254389
"Burchard, von Reichenau",A4975,http://viaf.org/viaf/267759289
"Richard, of Venosa",A4938,http://viaf.org/viaf/13751513
"Robert, of Melun, Bishop of Hereford",A4956,http://viaf.org/viaf/89401418
"Roger, of Hoveden",A4943,http://viaf.org/viaf/88059262
"Guarna, Romualdo",A4953,http://viaf.org/viaf/29887251
"Sedulius, Scotus, active 848-860",A4939,http://viaf.org/viaf/3266445
"Sisebut, King of the Visigoths",A4958,http://viaf.org/viaf/315946620
"Thierry, de Chartres",A4996,http://viaf.org/viaf/106964309
"Theodoric, of Trier",A4977,http://viaf.org/viaf/59492651
"Thomas, Aquinas, Saint",A4997,http://viaf.org/viaf/264344179
Saxo Poeta,A4970,
"Gregory I, Pope",A4981,http://viaf.org/viaf/100184667
"Remigius, of Auxerre",A4959,http://viaf.org/viaf/121885360
"Rupert, of Deutz",A4976,http://viaf.org/viaf/200687519
Samson,A4960,http://viaf.org/viaf/263738658
"Theodofrid, of Corbie",A4978,http://viaf.org/viaf/15176116
Theodulus,A4962,http://viaf.org/viaf/56754482
"Thietmar, von Merseburg, Bishop of Merseburg",A5002,http://viaf.org/viaf/32792310
Livy,A4979,http://viaf.org/viaf/209297963
"Merobaudes, Flavius",A4965,http://viaf.org/viaf/29659929
"Milo, monk of Saint-Amand",A4984,http://viaf.org/viaf/22469046
"Modoin, of Autun",A4990,http://viaf.org/viaf/289319696
"Moses, of Bergamo",A4991,http://viaf.org/viaf/258105539
"Othlo, Monk of St. Emmeram",A5008,http://viaf.org/viaf/88047180
"Pacian, Saint, Bishop of Barcelona",A5006,http://viaf.org/viaf/190303599
"Paul, of Bernried",A4971,http://viaf.org/viaf/17579807
Pelagius,A4969,http://viaf.org/viaf/54204136
"Petrus, Cantor",A4988,http://viaf.org/viaf/89860148
"Petrus, Pictor",A4974,http://viaf.org/viaf/49351148
"Peter, of Poitiers",A4992,http://viaf.org/viaf/17579848
"Iotsaldus, Cluniacensis",A5027,http://viaf.org/viaf/268250341
"Pomerius, Julianus",A5009,http://viaf.org/viaf/166549474
"Micon, of Saint-Riquier",A5017,http://viaf.org/viaf/24957065
"Aldhelm, Saint",A5010,http://viaf.org/viaf/9867251
"Nepos, Cornelius",A5005,http://viaf.org/viaf/100219060
Nivardus,A5011,http://viaf.org/viaf/265432924
Novatianus,A5007,http://viaf.org/viaf/262938015
"Orientius, Saint",A5029,http://viaf.org/viaf/215835200
Origen,A5012,http://viaf.org/viaf/95155322
"Paulinus II, Saint",A5016,http://viaf.org/viaf/3268904
"Abelard, Peter",A5015,http://viaf.org/viaf/88995118
"Crassus, Petrus",A5013,http://viaf.org/viaf/1742198
Peter Riga,A5019,http://viaf.org/viaf/286485285
"Agapetus I, Pope",A5014,http://viaf.org/viaf/84481723
"Theoderic, of Fleury",A4999,http://viaf.org/viaf/201012120
"Theodoric, of Tholey",A5003,http://viaf.org/viaf/54553775
"Theodoric, of Sint-Truiden",A4998,http://viaf.org/viaf/120906504
"Thiofrid, Abbot of Echternach",A5004,http://viaf.org/viaf/166553251
"Thomas, à Becket, Saint",A5000,http://viaf.org/viaf/100187947
"Lucretius Carus, Titus",A5001,http://viaf.org/viaf/106388020
"Julius I, Pope",A5040,http://viaf.org/viaf/67271093
"Landulf, of Milan",A5053,http://viaf.org/viaf/25144814270833680846
"Lawrence, of Liège",A5051,http://viaf.org/viaf/47119152
"Placidus, Monachus",A5018,
"Aethelwold, of East Anglia",A5034,
Nazarius (Panegyrist),A5022,http://viaf.org/viaf/88766125
"Nicetas, of Remesiana, Saint",A5037,http://viaf.org/viaf/60401117
"Nithard, -844?",A5028,http://viaf.org/viaf/74444/
"Norbert, Abbot of Iburg",A5035,http://viaf.org/viaf/216960491
"Notker, Labeo",A5025,http://viaf.org/viaf/57407160
Novatus Catholicus,A5032,http://viaf.org/viaf/49614199
"Odilo, Saint, Abbot of Cluny",A5021,http://viaf.org/viaf/280620913
"Odo, of Tournai",A5023,http://viaf.org/viaf/264871019
Odo Magdunensis,A5031,http://viaf.org/viaf/165437022
"Orosius, Paulus",A5036,http://viaf.org/viaf/2479624
"Otfrid, von Weissenburg, active 9th century",A5026,http://viaf.org/viaf/84037965
"Otto I, Bishop of Freising, -1158",A5033,http://viaf.org/viaf/56581547/
"Pachomius, Saint",A5024,http://viaf.org/viaf/100179222
"Paschasius Radbertus, Saint",A5030,http://viaf.org/viaf/100184512
"Peter Damian, Saint",A5020,http://viaf.org/viaf/50018008
"Joseph, of Exeter",A5041,http://viaf.org/viaf/100161266
"Joseph, Scotus",A5042,http://viaf.org/viaf/44695112
"Florus, Lucius Annaeus",A5047,http://viaf.org/viaf/18636145
"Columella, Lucius Junius Moderatus",A5056,http://viaf.org/viaf/95243635
Leo Senonensis,A5048,http://viaf.org/viaf/246713928
"Leontius, Bishop of Neapolis",A5057,http://viaf.org/viaf/120699895
Letaldus,A5073,http://viaf.org/viaf/79428879
"Liberius, Pope",A5054,http://viaf.org/viaf/58662922
"Liudprand, Bishop of Cremona",A5068,http://viaf.org/viaf/22933701
"Lucifer, Bishop of Cagliari",A5049,http://viaf.org/viaf/64799542
Lupus Trecensis,A5046,http://viaf.org/viaf/42197018
"Macrobius, Ambrosius Aurelius Theodosius",A5055,http://viaf.org/viaf/39387062
Malsachanus,A5052,http://viaf.org/viaf/139799303
"Manegold, von Lautenbach",A5061,http://viaf.org/viaf/39347944
"Marcellinus, comes",A5050,http://viaf.org/viaf/293763956
"Nestorius, Patriarch of Constantinople",A5043,http://viaf.org/viaf/12387551
"Olbert, of Gembloux",A5044,http://viaf.org/viaf/20035468
"Onulf, of Speyer",A5038,http://viaf.org/viaf/22543896
"Bolotinus, Paganus",A5045,http://viaf.org/viaf/57004186
"Palladius, Bishop of Aspuna",A5039,http://viaf.org/viaf/61550437
"Alfred, King of England",A5066,http://viaf.org/viaf/10639246
"Conradus, Hirsaugiensis",A5076,http://viaf.org/viaf/97745874
"Lambert, of Poultières",A5072,http://viaf.org/viaf/39733507
"Lantbert, von Deutz",A5062,http://viaf.org/viaf/261829924
"Lawrence, of Novara",A5070,http://viaf.org/viaf/100145542385096641340
"Leander, Saint, Archbishop of Seville",A5060,http://viaf.org/viaf/268854049
"Leo I, Pope",A5067,http://viaf.org/viaf/9875336
"Leo, of Vercelli, Bishop of Vercelli",A5077,http://viaf.org/viaf/79254195
"Liberatus, of Carthage",A5083,http://viaf.org/viaf/89197798
"Licinianus, Bishop of Carthage",A5063,http://viaf.org/viaf/37716196
"Ampelius, Lucius",A5058,http://viaf.org/viaf/51704102
"Olmedo, Lope de",A5064,http://viaf.org/viaf/64362731
"Lupus, of Ferrières",A5074,http://viaf.org/viaf/45727081
"Rabanus Maurus, Archbishop of Mainz, 784?-856",A5071,http://viaf.org/viaf/95147534
"Meginfredus, of Magdeburg",A5088,http://viaf.org/viaf/61907139
Mapinius Remensis,A5069,http://viaf.org/viaf/71786207
"Marcellinus, Pope",A5059,http://viaf.org/viaf/103009367
"Marcellus, Empiricus",A5085,http://viaf.org/viaf/3266886
Marcellus Memorialis,A5065,http://viaf.org/viaf/61941582
Lucan,A5075,http://viaf.org/viaf/100902938
"Heiric, of Auxerre",A5097,http://viaf.org/viaf/77120804
Henricus Francigena,A5114,http://viaf.org/viaf/1844145856991722920847
"Henry, of Pisa",A5095,http://viaf.org/viaf/52047084
"Herbert, de Losinga, Bishop of Norwich, -1119",A5111,http://viaf.org/viaf/34810628
"Herbord, von Michelsberg",A5093,http://viaf.org/viaf/268855260
"Jerome, Saint, 419 or 420",A5096,http://viaf.org/viaf/95147024
"Hildegard, Saint",A5094,http://viaf.org/viaf/87772061
"Lambert, of Ardres",A5091,http://viaf.org/viaf/12477374
"Lambert, von Hersfeld",A5082,http://viaf.org/viaf/311428416
"Pacatus Drepanius, Latinus",A5089,http://viaf.org/viaf/47559379
"Lawrence, of Durham",A5080,http://viaf.org/viaf/89166876
"Leo Marsicanus, Cardinal Bishop of Ostia",A5086,http://viaf.org/viaf/20480281
Leporius,A5092,http://viaf.org/viaf/74192570
Lios Monocus,A5087,http://viaf.org/viaf/32426606
"Lucian, of Samosata",A5078,http://viaf.org/viaf/100218901
Luculentius,A5084,http://viaf.org/viaf/820595
"Airardus, of Vézelay",A5101,http://viaf.org/viaf/64201684
Johannes Legalis,A5090,http://viaf.org/viaf/49417698
"Magnus, of Reichersberg",A5081,http://viaf.org/viaf/288846601
"Marbode, Bishop of Rennes, 1035?-1123",A5079,http://viaf.org/viaf/241082057
"Lichtenau, Heinrich von",A5109,http://viaf.org/viaf/79503203
"Henry, of Huntingdon",A5117,http://viaf.org/viaf/57425612
"Helperic, of Auxerre",A5108,http://viaf.org/viaf/56964113
"Herbert, of Bosham, active 12th century",A5106,http://viaf.org/viaf/227066592
"Hermannus, Contractus",A5104,http://viaf.org/viaf/51879186
"Herman, of Tournai",A5110,http://viaf.org/viaf/264697612
"Herrad, of Landsberg, Abbess of Hohenburg",A5115,http://viaf.org/viaf/100161471
"Hilary, Pope",A5107,http://viaf.org/viaf/250367776
"Hildebert, Archbishop of Tours",A5112,http://viaf.org/viaf/44340682
"Honoratus I, Saint, Bishop of Marseille",A5105,http://viaf.org/viaf/20487404
Lactantius,A5102,http://viaf.org/viaf/100198064
"Anastasius, the Librarian",A5103,http://viaf.org/viaf/84481982
"Cetius Faventinus, Marcus",A5119,http://viaf.org/viaf/79068858
"Marianus, Scotus",A5118,http://viaf.org/viaf/44184295
Marius Mercator,A5100,http://viaf.org/viaf/808398
"Canale, Martino da",A5116,http://viaf.org/viaf/89193486
"Martin, Saint, Bishop of Tours",A5099,http://viaf.org/viaf/73825464
"Maximus, of Zaragoza",A5113,http://viaf.org/viaf/27422360
"Maximus, of Turin, Saint",A5098,http://viaf.org/viaf/7309730
"Meinzo, of Constance",A5130,http://viaf.org/viaf/10251725
"Hariulfus, Aldenburgensis",A5155,http://viaf.org/viaf/37069954
"Heimo, von Bamberg",A5128,http://viaf.org/viaf/102335223
Helmold,A5126,http://viaf.org/viaf/95186742
"Arrigo, da Settimello",A5136,http://viaf.org/viaf/47119077
"Heribert, of Eichstätt",A5134,http://viaf.org/viaf/32196446
"Hilary, Saint, Archbishop of Arles",A5137,http://viaf.org/viaf/100189378
"Hilary, Saint, Bishop of Poitiers, -367?",A5124,http://viaf.org/viaf/89595978
"Hincmar, Archbishop of Reims",A5135,http://viaf.org/viaf/41865587
"Honorius, of Autun, approximately 1080-approximately 1156",A5144,http://viaf.org/viaf/100201145
"Giovanni, di San Vincenzo al Volturno",A5152,http://viaf.org/viaf/265822636
"Minucius Felix, Marcus",A5123,http://viaf.org/viaf/61540251
"Cicero, Marcus Tullius",A5129,http://viaf.org/viaf/78769600
Martial,A5133,http://viaf.org/viaf/8099277
"Marius, Saint, Bishop of Avenches",A5122,http://viaf.org/viaf/264703818
"Victorinus, Marius",A5127,http://viaf.org/viaf/89512766
"Markward, of Fulda",A5132,http://viaf.org/viaf/49616300
"Martin, of Braga, Saint",A5121,http://viaf.org/viaf/67710985
"Martin V, Pope",A5125,http://viaf.org/viaf/9881869
"Matthew, of Vendôme",A5131,http://viaf.org/viaf/62342032
"Maximus, Confessor, Saint",A5120,http://viaf.org/viaf/106970843
"Hegesippus, Saint",A5139,http://viaf.org/viaf/76658868
"Helgaud, of Fleury",A5138,http://viaf.org/viaf/121927574
"Heraclides, Ponticus",A5143,http://viaf.org/viaf/27866092
"Heriger, of Lobbes",A5140,http://viaf.org/viaf/5725477
"Hoger, of Werden",A5141,http://viaf.org/viaf/90859816
"Honorius I, Pope",A5147,http://viaf.org/viaf/50892373
"Hugo Primas, Aurelianensis",A5171,http://viaf.org/viaf/14778618
"Hugh, of Amiens, Archbishop of Rouen",A5146,http://viaf.org/viaf/19820278
"Hugh, of Fouilloy",A5153,http://viaf.org/viaf/4944345
"Humbertus, Cardinal",A5145,http://viaf.org/viaf/288467624
"Stefaneschi, Jacopo",A5150,http://viaf.org/viaf/79205779
"Idatius, Bishop of Chaves",A5166,http://viaf.org/viaf/267516275
"Embricho, Bishop of Würzburg",A5148,http://viaf.org/viaf/7776235
"Cassian, John",A5174,http://viaf.org/viaf/7408676
"John, of Damascus, Saint",A5156,http://viaf.org/viaf/89122625
"John III, Pope",A5151,http://viaf.org/viaf/11835349
"Severianus, Julius",A5157,http://viaf.org/viaf/188163525
"Justus, of Urgell",A5154,http://viaf.org/viaf/44692031
"Jean, de Saint-Arnoul",A5149,http://viaf.org/viaf/69324092
"Meginhardus, of Fulda",A5142,http://viaf.org/viaf/67257698
"Hucbald, of Saint Amand",A5165,http://viaf.org/viaf/66622010
"Hugh, of Flavigny",A5164,http://viaf.org/viaf/160225857
"Uguccione, da Pisa, Bishop of Ferrara",A5169,http://viaf.org/viaf/69105608
"Nepotianus, Januarius",A5182,http://viaf.org/viaf/2868011
"Innocent I, Pope",A5197,http://viaf.org/viaf/222301390
"John IV, Pope",A5162,http://viaf.org/viaf/58854259
"Biclara, João de",A5172,http://viaf.org/viaf/75379250
"John II, Pope",A5177,http://viaf.org/viaf/10203471
"Exuperantius, Julius",A5167,http://viaf.org/viaf/7467350
"Obsequens, Julius",A5175,http://viaf.org/viaf/100202247
"Paris, Julius",A5181,http://viaf.org/viaf/54546791
"Justinian I, Emperor of the East",A5173,http://viaf.org/viaf/88881722
"Justinus, Marcus Junianus",A5179,http://viaf.org/viaf/24616821
"Ivo, Saint, Bishop of Chartres",A5161,http://viaf.org/viaf/84971682
"John XI, Pope",A5170,http://viaf.org/viaf/76671746
"John, the Deacon of Rome",A5160,http://viaf.org/viaf/9973953
"Moschus, John",A5168,http://viaf.org/viaf/69168180
"Johannes, de Hauvilla, active 12th century",A5176,http://viaf.org/viaf/12354302
"John, of Tilbury",A5158,http://viaf.org/viaf/49580541
"Marcus, of Monte Cassino",A5163,http://viaf.org/viaf/74244737
"Gerhard, von Seeon",A5217,http://viaf.org/viaf/66872022
"Gerhoh, of Reichersberg, Provost of Reichersberg",A5193,http://viaf.org/viaf/21134221
"Gildas, 516?-570?",A5206,http://viaf.org/viaf/286501163
"Giraldus, Cambrensis",A5191,http://viaf.org/viaf/295713866
"Gottschalk, of Orbais, approximately 803-approximately 867",A5188,http://viaf.org/viaf/263692651
"Guibert, Abbot of Nogent-sous-Coucy",A5194,http://viaf.org/viaf/31966381
Willermus Magister,A5192,http://viaf.org/viaf/64436476
"Hadoindus, Saint, of Le Mans",A5189,
"Hormisdas, Pope",A5196,http://viaf.org/viaf/282978297
Iacobus Diaconus,A5198,
"Billy, Jacques de",A5180,http://viaf.org/viaf/56690227
"John XIX, Pope",A5186,http://viaf.org/viaf/34146824920407631220
"Jordan, of Limoges",A5159,http://viaf.org/viaf/27422325
"Isidore, of Seville, Saint",A5183,http://viaf.org/viaf/803890
